shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status,date,route,on_time,dispatch_date_dt,expected_delivery_date_dt,actual_delivery_date_dt,on_time_flag,delay_category,load_timestamp
SHP02060,ORD02060,Reading Glasses,80,Plant_A,Bangalore_WH,SUP10,2026-04-27 20:00:00,2026-04-28 20:00:00,2026-04-29 20:00:00,6,Delayed,2026-04-27 20:00:00,West Route,1,2026-04-27,2026-04-28,2026-04-29,0,Major Delay,2026-04-10 12:15:58.138368
SHP02080,ORD02080,Prescription Lens,178,Plant_A,Delhi_WH,SUP8,2026-04-28 16:00:00,2026-04-29 16:00:00,2026-04-30 16:00:00,3,Delivered,2026-04-28 16:00:00,North Route,1,2026-04-28,2026-04-29,2026-04-30,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02085,ORD02085,Optical Frame,166,Plant_A,Bangalore_WH,SUP5,2026-04-28 21:00:00,2026-04-29 21:00:00,2026-04-30 21:00:00,0,Delivered,2026-04-28 21:00:00,West Route,1,2026-04-28,2026-04-29,2026-04-30,1,On-Time,2026-04-10 12:15:58.138368
SHP02103,ORD02103,Sunglasses,146,Plant_B,Bangalore_WH,SUP10,2026-04-29 15:00:00,2026-04-30 15:00:00,2026-05-01 15:00:00,6,Delivered,2026-04-29 15:00:00,South Route,1,2026-04-29,2026-04-30,2026-05-01,0,Major Delay,2026-04-10 12:15:58.138368
SHP02104,ORD02104,Sunglasses,191,Plant_B,Delhi_WH,SUP6,2026-04-29 16:00:00,2026-04-30 16:00:00,2026-05-01 16:00:00,6,Delivered,2026-04-29 16:00:00,North Route,1,2026-04-29,2026-04-30,2026-05-01,0,Major Delay,2026-04-10 12:15:58.138368
SHP02118,ORD02118,Optical Frame,134,Plant_B,Delhi_WH,SUP1,2026-04-30 06:00:00,2026-05-01 06:00:00,2026-05-02 06:00:00,2,Delivered,2026-04-30 06:00:00,South Route,1,2026-04-30,2026-05-01,2026-05-02,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02124,ORD02124,Prescription Lens,44,Plant_A,Delhi_WH,SUP16,2026-04-30 12:00:00,2026-05-01 12:00:00,2026-05-02 12:00:00,3,Delivered,2026-04-30 12:00:00,West Route,1,2026-04-30,2026-05-01,2026-05-02,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02136,ORD02136,Reading Glasses,134,Plant_A,Bangalore_WH,SUP8,2026-05-01 00:00:00,2026-05-02 00:00:00,2026-05-03 00:00:00,6,Delivered,2026-05-01 00:00:00,South Route,1,2026-05-01,2026-05-02,2026-05-03,0,Major Delay,2026-04-10 12:15:58.138368
SHP02149,ORD02149,Prescription Lens,81,Plant_B,Bangalore_WH,SUP6,2026-05-01 13:00:00,2026-05-02 13:00:00,2026-05-03 13:00:00,1,Delivered,2026-05-01 13:00:00,North Route,0,2026-05-01,2026-05-02,2026-05-03,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02189,ORD02189,Optical Frame,19,Plant_A,Delhi_WH,SUP20,2026-05-03 05:00:00,2026-05-04 05:00:00,2026-05-05 05:00:00,0,Delayed,2026-05-03 05:00:00,West Route,1,2026-05-03,2026-05-04,2026-05-05,1,On-Time,2026-04-10 12:15:58.138368
SHP02191,ORD02191,Prescription Lens,188,Plant_B,Mumbai_WH,SUP10,2026-05-03 07:00:00,2026-05-04 07:00:00,2026-05-05 07:00:00,4,Delivered,2026-05-03 07:00:00,West Route,1,2026-05-03,2026-05-04,2026-05-05,0,Major Delay,2026-04-10 12:15:58.138368
SHP02198,ORD02198,Reading Glasses,73,Plant_B,Mumbai_WH,SUP13,2026-05-03 14:00:00,2026-05-04 14:00:00,2026-05-05 14:00:00,6,Delivered,2026-05-03 14:00:00,South Route,1,2026-05-03,2026-05-04,2026-05-05,0,Major Delay,2026-04-10 12:15:58.138368
SHP02200,ORD02200,Contact Lens,89,Plant_A,Delhi_WH,SUP18,2026-05-03 16:00:00,2026-05-04 16:00:00,2026-05-05 16:00:00,3,Delivered,2026-05-03 16:00:00,North Route,1,2026-05-03,2026-05-04,2026-05-05,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02213,ORD02213,Sunglasses,33,Plant_A,Bangalore_WH,SUP17,2026-05-04 05:00:00,2026-05-05 05:00:00,2026-05-06 05:00:00,5,Delivered,2026-05-04 05:00:00,North Route,1,2026-05-04,2026-05-05,2026-05-06,0,Major Delay,2026-04-10 12:15:58.138368
SHP02214,ORD02214,Sunglasses,62,Plant_A,Bangalore_WH,SUP6,2026-05-04 06:00:00,2026-05-05 06:00:00,2026-05-06 06:00:00,4,Delivered,2026-05-04 06:00:00,East Route,1,2026-05-04,2026-05-05,2026-05-06,0,Major Delay,2026-04-10 12:15:58.138368
SHP02216,ORD02216,Contact Lens,95,Plant_B,Mumbai_WH,SUP8,2026-05-04 08:00:00,2026-05-05 08:00:00,2026-05-06 08:00:00,3,Delivered,2026-05-04 08:00:00,South Route,1,2026-05-04,2026-05-05,2026-05-06,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02235,ORD02235,Contact Lens,134,Plant_A,Bangalore_WH,SUP13,2026-05-05 03:00:00,2026-05-06 03:00:00,2026-05-07 03:00:00,1,Delivered,2026-05-05 03:00:00,East Route,1,2026-05-05,2026-05-06,2026-05-07,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02240,ORD02240,Prescription Lens,89,Plant_B,Bangalore_WH,SUP19,2026-05-05 08:00:00,2026-05-06 08:00:00,2026-05-07 08:00:00,5,Delayed,2026-05-05 08:00:00,East Route,1,2026-05-05,2026-05-06,2026-05-07,0,Major Delay,2026-04-10 12:15:58.138368
SHP02252,ORD02252,Optical Frame,75,Plant_B,Mumbai_WH,SUP10,2026-05-05 20:00:00,2026-05-06 20:00:00,2026-05-07 20:00:00,5,Delivered,2026-05-05 20:00:00,West Route,1,2026-05-05,2026-05-06,2026-05-07,0,Major Delay,2026-04-10 12:15:58.138368
SHP02265,ORD02265,Prescription Lens,180,Plant_B,Bangalore_WH,SUP20,2026-05-06 09:00:00,2026-05-07 09:00:00,2026-05-08 09:00:00,6,Delivered,2026-05-06 09:00:00,East Route,1,2026-05-06,2026-05-07,2026-05-08,0,Major Delay,2026-04-10 12:15:58.138368
SHP02281,ORD02281,Reading Glasses,156,Plant_B,Bangalore_WH,SUP9,2026-05-07 01:00:00,2026-05-08 01:00:00,2026-05-09 01:00:00,2,Delayed,2026-05-07 01:00:00,East Route,1,2026-05-07,2026-05-08,2026-05-09,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02285,ORD02285,Prescription Lens,49,Plant_A,Delhi_WH,SUP10,2026-05-07 05:00:00,2026-05-08 05:00:00,2026-05-09 05:00:00,0,Delivered,2026-05-07 05:00:00,East Route,1,2026-05-07,2026-05-08,2026-05-09,1,On-Time,2026-04-10 12:15:58.138368
SHP02346,ORD02346,Optical Frame,88,Plant_A,Mumbai_WH,SUP10,2026-05-09 18:00:00,2026-05-10 18:00:00,2026-05-11 18:00:00,2,Delivered,2026-05-09 18:00:00,North Route,1,2026-05-09,2026-05-10,2026-05-11,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02349,ORD02349,Reading Glasses,51,Plant_A,Mumbai_WH,SUP10,2026-05-09 21:00:00,2026-05-10 21:00:00,2026-05-11 21:00:00,1,Delivered,2026-05-09 21:00:00,West Route,1,2026-05-09,2026-05-10,2026-05-11,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02376,ORD02376,Optical Frame,198,Plant_B,Mumbai_WH,SUP20,2026-05-11 00:00:00,2026-05-12 00:00:00,2026-05-13 00:00:00,0,Delivered,2026-05-11 00:00:00,North Route,1,2026-05-11,2026-05-12,2026-05-13,1,On-Time,2026-04-10 12:15:58.138368
SHP02394,ORD02394,Prescription Lens,133,Plant_B,Mumbai_WH,SUP20,2026-05-11 18:00:00,2026-05-12 18:00:00,2026-05-13 18:00:00,0,Delivered,2026-05-11 18:00:00,South Route,1,2026-05-11,2026-05-12,2026-05-13,1,On-Time,2026-04-10 12:15:58.138368
SHP02417,ORD02417,Contact Lens,135,Plant_A,Bangalore_WH,SUP11,2026-05-12 17:00:00,2026-05-13 17:00:00,2026-05-14 17:00:00,2,Delivered,2026-05-12 17:00:00,West Route,1,2026-05-12,2026-05-13,2026-05-14,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02430,ORD02430,Prescription Lens,87,Plant_A,Bangalore_WH,SUP12,2026-05-13 06:00:00,2026-05-14 06:00:00,2026-05-15 06:00:00,3,Delivered,2026-05-13 06:00:00,East Route,1,2026-05-13,2026-05-14,2026-05-15,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02434,ORD02434,Reading Glasses,158,Plant_B,Mumbai_WH,SUP17,2026-05-13 10:00:00,2026-05-14 10:00:00,2026-05-15 10:00:00,5,Delivered,2026-05-13 10:00:00,North Route,1,2026-05-13,2026-05-14,2026-05-15,0,Major Delay,2026-04-10 12:15:58.138368
SHP02449,ORD02449,Reading Glasses,137,Plant_A,Bangalore_WH,SUP2,2026-05-14 01:00:00,2026-05-15 01:00:00,2026-05-16 01:00:00,0,Delivered,2026-05-14 01:00:00,North Route,0,2026-05-14,2026-05-15,2026-05-16,1,On-Time,2026-04-10 12:15:58.138368
SHP02486,ORD02486,Optical Frame,43,Plant_A,Bangalore_WH,SUP4,2026-05-15 14:00:00,2026-05-16 14:00:00,2026-05-17 14:00:00,0,Delivered,2026-05-15 14:00:00,West Route,0,2026-05-15,2026-05-16,2026-05-17,1,On-Time,2026-04-10 12:15:58.138368
SHP02490,ORD02490,Prescription Lens,91,Plant_A,Bangalore_WH,SUP7,2026-05-15 18:00:00,2026-05-16 18:00:00,2026-05-17 18:00:00,6,Delayed,2026-05-15 18:00:00,West Route,1,2026-05-15,2026-05-16,2026-05-17,0,Major Delay,2026-04-10 12:15:58.138368
SHP02519,ORD02519,Sunglasses,130,Plant_B,Bangalore_WH,SUP8,2026-05-16 23:00:00,2026-05-17 23:00:00,2026-05-18 23:00:00,6,Delayed,2026-05-16 23:00:00,South Route,1,2026-05-16,2026-05-17,2026-05-18,0,Major Delay,2026-04-10 12:15:58.138368
SHP02531,ORD02531,Reading Glasses,170,Plant_A,Bangalore_WH,SUP2,2026-05-17 11:00:00,2026-05-18 11:00:00,2026-05-19 11:00:00,6,Delivered,2026-05-17 11:00:00,East Route,1,2026-05-17,2026-05-18,2026-05-19,0,Major Delay,2026-04-10 12:15:58.138368
SHP02541,ORD02541,Reading Glasses,106,Plant_B,Mumbai_WH,SUP2,2026-05-17 21:00:00,2026-05-18 21:00:00,2026-05-19 21:00:00,1,Delivered,2026-05-17 21:00:00,East Route,1,2026-05-17,2026-05-18,2026-05-19,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02557,ORD02557,Reading Glasses,180,Plant_A,Delhi_WH,SUP13,2026-05-18 13:00:00,2026-05-19 13:00:00,2026-05-20 13:00:00,5,Delivered,2026-05-18 13:00:00,West Route,1,2026-05-18,2026-05-19,2026-05-20,0,Major Delay,2026-04-10 12:15:58.138368
SHP02571,ORD02571,Sunglasses,89,Plant_A,Bangalore_WH,SUP14,2026-05-19 03:00:00,2026-05-20 03:00:00,2026-05-21 03:00:00,0,Delivered,2026-05-19 03:00:00,West Route,0,2026-05-19,2026-05-20,2026-05-21,1,On-Time,2026-04-10 12:15:58.138368
SHP02587,ORD02587,Optical Frame,195,Plant_A,Delhi_WH,SUP2,2026-05-19 19:00:00,2026-05-20 19:00:00,2026-05-21 19:00:00,0,Delayed,2026-05-19 19:00:00,South Route,1,2026-05-19,2026-05-20,2026-05-21,1,On-Time,2026-04-10 12:15:58.138368
SHP02589,ORD02589,Reading Glasses,98,Plant_B,Mumbai_WH,SUP14,2026-05-19 21:00:00,2026-05-20 21:00:00,2026-05-21 21:00:00,5,Delayed,2026-05-19 21:00:00,South Route,1,2026-05-19,2026-05-20,2026-05-21,0,Major Delay,2026-04-10 12:15:58.138368
SHP02591,ORD02591,Contact Lens,158,Plant_B,Mumbai_WH,SUP13,2026-05-19 23:00:00,2026-05-20 23:00:00,2026-05-21 23:00:00,1,Delivered,2026-05-19 23:00:00,South Route,1,2026-05-19,2026-05-20,2026-05-21,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02599,ORD02599,Reading Glasses,134,Plant_B,Mumbai_WH,SUP5,2026-05-20 07:00:00,2026-05-21 07:00:00,2026-05-22 07:00:00,6,Delivered,2026-05-20 07:00:00,North Route,1,2026-05-20,2026-05-21,2026-05-22,0,Major Delay,2026-04-10 12:15:58.138368
SHP02681,ORD02681,Prescription Lens,158,Plant_B,Delhi_WH,SUP8,2026-05-23 17:00:00,2026-05-24 17:00:00,2026-05-25 17:00:00,6,Delivered,2026-05-23 17:00:00,North Route,1,2026-05-23,2026-05-24,2026-05-25,0,Major Delay,2026-04-10 12:15:58.138368
SHP02730,ORD02730,Prescription Lens,172,Plant_A,Mumbai_WH,SUP12,2026-05-25 18:00:00,2026-05-26 18:00:00,2026-05-27 18:00:00,2,Delivered,2026-05-25 18:00:00,South Route,1,2026-05-25,2026-05-26,2026-05-27,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02786,ORD02786,Contact Lens,123,Plant_A,Delhi_WH,SUP14,2026-05-28 02:00:00,2026-05-29 02:00:00,2026-05-30 02:00:00,1,Delivered,2026-05-28 02:00:00,North Route,1,2026-05-28,2026-05-29,2026-05-30,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02791,ORD02791,Sunglasses,104,Plant_A,Delhi_WH,SUP15,2026-05-28 07:00:00,2026-05-29 07:00:00,2026-05-30 07:00:00,1,Delivered,2026-05-28 07:00:00,North Route,1,2026-05-28,2026-05-29,2026-05-30,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02804,ORD02804,Sunglasses,112,Plant_B,Bangalore_WH,SUP10,2026-05-28 20:00:00,2026-05-29 20:00:00,2026-05-30 20:00:00,6,Delayed,2026-05-28 20:00:00,North Route,1,2026-05-28,2026-05-29,2026-05-30,0,Major Delay,2026-04-10 12:15:58.138368
SHP02807,ORD02807,Contact Lens,69,Plant_A,Mumbai_WH,SUP11,2026-05-28 23:00:00,2026-05-29 23:00:00,2026-05-30 23:00:00,4,Delivered,2026-05-28 23:00:00,West Route,1,2026-05-28,2026-05-29,2026-05-30,0,Major Delay,2026-04-10 12:15:58.138368
SHP02819,ORD02819,Reading Glasses,180,Plant_B,Mumbai_WH,SUP4,2026-05-29 11:00:00,2026-05-30 11:00:00,2026-05-31 11:00:00,2,Delivered,2026-05-29 11:00:00,South Route,1,2026-05-29,2026-05-30,2026-05-31,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02842,ORD02842,Contact Lens,89,Plant_B,Bangalore_WH,SUP2,2026-05-30 10:00:00,2026-05-31 10:00:00,2026-06-01 10:00:00,5,Delivered,2026-05-30 10:00:00,East Route,1,2026-05-30,2026-05-31,2026-06-01,0,Major Delay,2026-04-10 12:15:58.138368
SHP02863,ORD02863,Contact Lens,20,Plant_A,Mumbai_WH,SUP14,2026-05-31 07:00:00,2026-06-01 07:00:00,2026-06-02 07:00:00,0,Delivered,2026-05-31 07:00:00,North Route,0,2026-05-31,2026-06-01,2026-06-02,1,On-Time,2026-04-10 12:15:58.138368
SHP02893,ORD02893,Prescription Lens,34,Plant_A,Delhi_WH,SUP15,2026-06-01 13:00:00,2026-06-02 13:00:00,2026-06-03 13:00:00,3,Delivered,2026-06-01 13:00:00,West Route,1,2026-06-01,2026-06-02,2026-06-03,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02902,ORD02902,Reading Glasses,18,Plant_B,Delhi_WH,SUP14,2026-06-01 22:00:00,2026-06-02 22:00:00,2026-06-03 22:00:00,0,Delayed,2026-06-01 22:00:00,East Route,1,2026-06-01,2026-06-02,2026-06-03,1,On-Time,2026-04-10 12:15:58.138368
SHP02915,ORD02915,Sunglasses,110,Plant_A,Delhi_WH,SUP5,2026-06-02 11:00:00,2026-06-03 11:00:00,2026-06-04 11:00:00,6,Delivered,2026-06-02 11:00:00,East Route,1,2026-06-02,2026-06-03,2026-06-04,0,Major Delay,2026-04-10 12:15:58.138368
SHP02920,ORD02920,Prescription Lens,189,Plant_A,Delhi_WH,SUP16,2026-06-02 16:00:00,2026-06-03 16:00:00,2026-06-04 16:00:00,6,Delivered,2026-06-02 16:00:00,East Route,1,2026-06-02,2026-06-03,2026-06-04,0,Major Delay,2026-04-10 12:15:58.138368
SHP02922,ORD02922,Reading Glasses,197,Plant_B,Mumbai_WH,SUP5,2026-06-02 18:00:00,2026-06-03 18:00:00,2026-06-04 18:00:00,1,Delivered,2026-06-02 18:00:00,West Route,1,2026-06-02,2026-06-03,2026-06-04,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02930,ORD02930,Optical Frame,170,Plant_B,Mumbai_WH,SUP9,2026-06-03 02:00:00,2026-06-04 02:00:00,2026-06-05 02:00:00,0,Delivered,2026-06-03 02:00:00,South Route,1,2026-06-03,2026-06-04,2026-06-05,1,On-Time,2026-04-10 12:15:58.138368
SHP02931,ORD02931,Sunglasses,84,Plant_A,Delhi_WH,SUP12,2026-06-03 03:00:00,2026-06-04 03:00:00,2026-06-05 03:00:00,1,Delivered,2026-06-03 03:00:00,North Route,1,2026-06-03,2026-06-04,2026-06-05,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02966,ORD02966,Optical Frame,117,Plant_B,Mumbai_WH,SUP3,2026-06-04 14:00:00,2026-06-05 14:00:00,2026-06-06 14:00:00,3,Delivered,2026-06-04 14:00:00,South Route,1,2026-06-04,2026-06-05,2026-06-06,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02971,ORD02971,Prescription Lens,75,Plant_A,Bangalore_WH,SUP15,2026-06-04 19:00:00,2026-06-05 19:00:00,2026-06-06 19:00:00,1,Delayed,2026-06-04 19:00:00,North Route,1,2026-06-04,2026-06-05,2026-06-06,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02003,ORD02003,Sunglasses,56,Plant_A,Mumbai_WH,SUP19,2026-04-25 11:00:00,2026-04-26 11:00:00,2026-04-27 11:00:00,6,Delivered,2026-04-25 11:00:00,South Route,1,2026-04-25,2026-04-26,2026-04-27,0,Major Delay,2026-04-10 12:15:58.138368
SHP02005,ORD02005,Contact Lens,29,Plant_B,Bangalore_WH,SUP3,2026-04-25 13:00:00,2026-04-26 13:00:00,2026-04-27 13:00:00,6,Delivered,2026-04-25 13:00:00,East Route,1,2026-04-25,2026-04-26,2026-04-27,0,Major Delay,2026-04-10 12:15:58.138368
SHP02047,ORD02047,Reading Glasses,192,Plant_A,Bangalore_WH,SUP13,2026-04-27 07:00:00,2026-04-28 07:00:00,2026-04-29 07:00:00,0,Delivered,2026-04-27 07:00:00,West Route,1,2026-04-27,2026-04-28,2026-04-29,1,On-Time,2026-04-10 12:15:58.138368
SHP02053,ORD02053,Sunglasses,41,Plant_A,Mumbai_WH,SUP3,2026-04-27 13:00:00,2026-04-28 13:00:00,2026-04-29 13:00:00,1,Delivered,2026-04-27 13:00:00,West Route,1,2026-04-27,2026-04-28,2026-04-29,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02063,ORD02063,Contact Lens,147,Plant_B,Bangalore_WH,SUP6,2026-04-27 23:00:00,2026-04-28 23:00:00,2026-04-29 23:00:00,4,Delivered,2026-04-27 23:00:00,West Route,1,2026-04-27,2026-04-28,2026-04-29,0,Major Delay,2026-04-10 12:15:58.138368
SHP02070,ORD02070,Optical Frame,136,Plant_A,Bangalore_WH,SUP5,2026-04-28 06:00:00,2026-04-29 06:00:00,2026-04-30 06:00:00,4,Delivered,2026-04-28 06:00:00,South Route,1,2026-04-28,2026-04-29,2026-04-30,0,Major Delay,2026-04-10 12:15:58.138368
SHP02081,ORD02081,Reading Glasses,28,Plant_B,Mumbai_WH,SUP15,2026-04-28 17:00:00,2026-04-29 17:00:00,2026-04-30 17:00:00,0,Delivered,2026-04-28 17:00:00,South Route,1,2026-04-28,2026-04-29,2026-04-30,1,On-Time,2026-04-10 12:15:58.138368
SHP02089,ORD02089,Optical Frame,168,Plant_B,Bangalore_WH,SUP6,2026-04-29 01:00:00,2026-04-30 01:00:00,2026-05-01 01:00:00,3,Delivered,2026-04-29 01:00:00,East Route,1,2026-04-29,2026-04-30,2026-05-01,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02116,ORD02116,Sunglasses,146,Plant_B,Delhi_WH,SUP20,2026-04-30 04:00:00,2026-05-01 04:00:00,2026-05-02 04:00:00,3,Delivered,2026-04-30 04:00:00,North Route,1,2026-04-30,2026-05-01,2026-05-02,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02128,ORD02128,Sunglasses,69,Plant_A,Bangalore_WH,SUP5,2026-04-30 16:00:00,2026-05-01 16:00:00,2026-05-02 16:00:00,1,Delivered,2026-04-30 16:00:00,East Route,1,2026-04-30,2026-05-01,2026-05-02,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02131,ORD02131,Prescription Lens,152,Plant_A,Bangalore_WH,SUP16,2026-04-30 19:00:00,2026-05-01 19:00:00,2026-05-02 19:00:00,0,Delivered,2026-04-30 19:00:00,West Route,0,2026-04-30,2026-05-01,2026-05-02,1,On-Time,2026-04-10 12:15:58.138368
SHP02157,ORD02157,Reading Glasses,189,Plant_A,Bangalore_WH,SUP18,2026-05-01 21:00:00,2026-05-02 21:00:00,2026-05-03 21:00:00,5,Delivered,2026-05-01 21:00:00,West Route,1,2026-05-01,2026-05-02,2026-05-03,0,Major Delay,2026-04-10 12:15:58.138368
SHP02163,ORD02163,Sunglasses,67,Plant_B,Bangalore_WH,SUP6,2026-05-02 03:00:00,2026-05-03 03:00:00,2026-05-04 03:00:00,5,Delivered,2026-05-02 03:00:00,North Route,1,2026-05-02,2026-05-03,2026-05-04,0,Major Delay,2026-04-10 12:15:58.138368
SHP02178,ORD02178,Optical Frame,179,Plant_A,Mumbai_WH,SUP10,2026-05-02 18:00:00,2026-05-03 18:00:00,2026-05-04 18:00:00,0,Delivered,2026-05-02 18:00:00,North Route,1,2026-05-02,2026-05-03,2026-05-04,1,On-Time,2026-04-10 12:15:58.138368
SHP02205,ORD02205,Prescription Lens,43,Plant_A,Bangalore_WH,SUP5,2026-05-03 21:00:00,2026-05-04 21:00:00,2026-05-05 21:00:00,1,Delivered,2026-05-03 21:00:00,North Route,1,2026-05-03,2026-05-04,2026-05-05,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02212,ORD02212,Sunglasses,78,Plant_B,Mumbai_WH,SUP5,2026-05-04 04:00:00,2026-05-05 04:00:00,2026-05-06 04:00:00,5,Delivered,2026-05-04 04:00:00,North Route,1,2026-05-04,2026-05-05,2026-05-06,0,Major Delay,2026-04-10 12:15:58.138368
SHP02245,ORD02245,Contact Lens,167,Plant_A,Bangalore_WH,SUP8,2026-05-05 13:00:00,2026-05-06 13:00:00,2026-05-07 13:00:00,5,Delivered,2026-05-05 13:00:00,South Route,1,2026-05-05,2026-05-06,2026-05-07,0,Major Delay,2026-04-10 12:15:58.138368
SHP02248,ORD02248,Optical Frame,117,Plant_A,Delhi_WH,SUP18,2026-05-05 16:00:00,2026-05-06 16:00:00,2026-05-07 16:00:00,4,Delayed,2026-05-05 16:00:00,West Route,1,2026-05-05,2026-05-06,2026-05-07,0,Major Delay,2026-04-10 12:15:58.138368
SHP02249,ORD02249,Contact Lens,195,Plant_A,Mumbai_WH,SUP14,2026-05-05 17:00:00,2026-05-06 17:00:00,2026-05-07 17:00:00,1,Delivered,2026-05-05 17:00:00,South Route,1,2026-05-05,2026-05-06,2026-05-07,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02300,ORD02300,Prescription Lens,125,Plant_A,Delhi_WH,SUP5,2026-05-07 20:00:00,2026-05-08 20:00:00,2026-05-09 20:00:00,1,Delivered,2026-05-07 20:00:00,East Route,1,2026-05-07,2026-05-08,2026-05-09,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02301,ORD02301,Sunglasses,63,Plant_B,Delhi_WH,SUP13,2026-05-07 21:00:00,2026-05-08 21:00:00,2026-05-09 21:00:00,2,Delivered,2026-05-07 21:00:00,South Route,1,2026-05-07,2026-05-08,2026-05-09,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02358,ORD02358,Sunglasses,92,Plant_B,Delhi_WH,SUP20,2026-05-10 06:00:00,2026-05-11 06:00:00,2026-05-12 06:00:00,2,Delivered,2026-05-10 06:00:00,South Route,1,2026-05-10,2026-05-11,2026-05-12,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02359,ORD02359,Reading Glasses,83,Plant_A,Delhi_WH,SUP15,2026-05-10 07:00:00,2026-05-11 07:00:00,2026-05-12 07:00:00,3,Delayed,2026-05-10 07:00:00,North Route,1,2026-05-10,2026-05-11,2026-05-12,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02368,ORD02368,Reading Glasses,124,Plant_A,Mumbai_WH,SUP7,2026-05-10 16:00:00,2026-05-11 16:00:00,2026-05-12 16:00:00,6,Delivered,2026-05-10 16:00:00,South Route,1,2026-05-10,2026-05-11,2026-05-12,0,Major Delay,2026-04-10 12:15:58.138368
SHP02380,ORD02380,Sunglasses,20,Plant_B,Mumbai_WH,SUP15,2026-05-11 04:00:00,2026-05-12 04:00:00,2026-05-13 04:00:00,4,Delivered,2026-05-11 04:00:00,North Route,1,2026-05-11,2026-05-12,2026-05-13,0,Major Delay,2026-04-10 12:15:58.138368
SHP02403,ORD02403,Contact Lens,199,Plant_B,Mumbai_WH,SUP10,2026-05-12 03:00:00,2026-05-13 03:00:00,2026-05-14 03:00:00,3,Delivered,2026-05-12 03:00:00,North Route,1,2026-05-12,2026-05-13,2026-05-14,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02435,ORD02435,Reading Glasses,48,Plant_B,Mumbai_WH,SUP2,2026-05-13 11:00:00,2026-05-14 11:00:00,2026-05-15 11:00:00,5,Delivered,2026-05-13 11:00:00,North Route,1,2026-05-13,2026-05-14,2026-05-15,0,Major Delay,2026-04-10 12:15:58.138368
SHP02438,ORD02438,Prescription Lens,34,Plant_A,Bangalore_WH,SUP11,2026-05-13 14:00:00,2026-05-14 14:00:00,2026-05-15 14:00:00,3,Delayed,2026-05-13 14:00:00,South Route,1,2026-05-13,2026-05-14,2026-05-15,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02462,ORD02462,Sunglasses,138,Plant_A,Delhi_WH,SUP3,2026-05-14 14:00:00,2026-05-15 14:00:00,2026-05-16 14:00:00,1,Delivered,2026-05-14 14:00:00,North Route,1,2026-05-14,2026-05-15,2026-05-16,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02548,ORD02548,Reading Glasses,153,Plant_A,Bangalore_WH,SUP5,2026-05-18 04:00:00,2026-05-19 04:00:00,2026-05-20 04:00:00,2,Delayed,2026-05-18 04:00:00,South Route,0,2026-05-18,2026-05-19,2026-05-20,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02568,ORD02568,Prescription Lens,72,Plant_B,Mumbai_WH,SUP12,2026-05-19 00:00:00,2026-05-20 00:00:00,2026-05-21 00:00:00,1,Delivered,2026-05-19 00:00:00,North Route,1,2026-05-19,2026-05-20,2026-05-21,0,Minor Delay,2026-04-10 12:15:58.138368
SHP02572,ORD02572,Contact Lens,112,Plant_B,Bangalore_WH,SUP3,2026-05-19 04:00:00,2026-05-20 04:00:00,2026-05-21 04:00:00,5,Delayed,2026-05-19 04:00:00,South Route,1,2026-05-19,2026-05-20,2026-05-21,0,Major Delay,2026-04-10 12:15:58.138368
