shipment_id,order_id,product_id,quantity,origin,destination,supplier_id,dispatch_date,expected_delivery_date,actual_delivery_date,delay_days,status,date,route,on_time
SHP03066,ORD03066,Reading Glasses,113,Plant_B,Bangalore_WH,SUP10,2026-06-08 18:00:00,2026-06-09 18:00:00,2026-06-10 18:00:00,0,Delivered,2026-06-08 18:00:00,South Route,0
SHP03067,ORD03067,Reading Glasses,84,Plant_A,Mumbai_WH,SUP3,2026-06-08 19:00:00,2026-06-09 19:00:00,2026-06-10 19:00:00,1,Delayed,2026-06-08 19:00:00,West Route,1
SHP03068,ORD03068,Contact Lens,191,Plant_A,Delhi_WH,SUP12,2026-06-08 20:00:00,2026-06-09 20:00:00,2026-06-10 20:00:00,3,Delivered,2026-06-08 20:00:00,West Route,1
SHP03069,ORD03069,Contact Lens,168,Plant_B,Delhi_WH,SUP15,2026-06-08 21:00:00,2026-06-09 21:00:00,2026-06-10 21:00:00,3,Delivered,2026-06-08 21:00:00,West Route,1
SHP03070,ORD03070,Optical Frame,85,Plant_A,Mumbai_WH,SUP11,2026-06-08 22:00:00,2026-06-09 22:00:00,2026-06-10 22:00:00,5,Delivered,2026-06-08 22:00:00,North Route,1
SHP03071,ORD03071,Prescription Lens,157,Plant_B,Bangalore_WH,SUP8,2026-06-08 23:00:00,2026-06-09 23:00:00,2026-06-10 23:00:00,6,Delivered,2026-06-08 23:00:00,South Route,0
SHP03072,ORD03072,Prescription Lens,44,Plant_A,Delhi_WH,SUP19,2026-06-09 00:00:00,2026-06-10 00:00:00,2026-06-11 00:00:00,5,Delivered,2026-06-09 00:00:00,West Route,0
SHP03073,ORD03073,Contact Lens,153,Plant_B,Delhi_WH,SUP11,2026-06-09 01:00:00,2026-06-10 01:00:00,2026-06-11 01:00:00,1,Delivered,2026-06-09 01:00:00,West Route,0
SHP03074,ORD03074,Reading Glasses,85,Plant_B,Mumbai_WH,SUP9,2026-06-09 02:00:00,2026-06-10 02:00:00,2026-06-11 02:00:00,1,Delayed,2026-06-09 02:00:00,South Route,0
SHP03075,ORD03075,Contact Lens,133,Plant_B,Bangalore_WH,SUP13,2026-06-09 03:00:00,2026-06-10 03:00:00,2026-06-11 03:00:00,4,Delivered,2026-06-09 03:00:00,East Route,0
SHP03076,ORD03076,Sunglasses,113,Plant_B,Bangalore_WH,SUP16,2026-06-09 04:00:00,2026-06-10 04:00:00,2026-06-11 04:00:00,2,Delivered,2026-06-09 04:00:00,East Route,1
SHP03077,ORD03077,Contact Lens,175,Plant_B,Mumbai_WH,SUP10,2026-06-09 05:00:00,2026-06-10 05:00:00,2026-06-11 05:00:00,2,Delivered,2026-06-09 05:00:00,North Route,1
SHP03078,ORD03078,Reading Glasses,50,Plant_B,Mumbai_WH,SUP12,2026-06-09 06:00:00,2026-06-10 06:00:00,2026-06-11 06:00:00,1,Delivered,2026-06-09 06:00:00,East Route,1
SHP03079,ORD03079,Prescription Lens,179,Plant_A,Delhi_WH,SUP16,2026-06-09 07:00:00,2026-06-10 07:00:00,2026-06-11 07:00:00,1,Delivered,2026-06-09 07:00:00,East Route,1
SHP03080,ORD03080,Reading Glasses,186,Plant_B,Mumbai_WH,SUP12,2026-06-09 08:00:00,2026-06-10 08:00:00,2026-06-11 08:00:00,3,Delayed,2026-06-09 08:00:00,South Route,1
SHP03081,ORD03081,Prescription Lens,147,Plant_A,Bangalore_WH,SUP19,2026-06-09 09:00:00,2026-06-10 09:00:00,2026-06-11 09:00:00,5,Delayed,2026-06-09 09:00:00,East Route,1
SHP03082,ORD03082,Sunglasses,180,Plant_A,Delhi_WH,SUP18,2026-06-09 10:00:00,2026-06-10 10:00:00,2026-06-11 10:00:00,0,Delivered,2026-06-09 10:00:00,East Route,1
SHP03083,ORD03083,Optical Frame,84,Plant_B,Mumbai_WH,SUP11,2026-06-09 11:00:00,2026-06-10 11:00:00,2026-06-11 11:00:00,3,Delivered,2026-06-09 11:00:00,East Route,0
SHP03084,ORD03084,Sunglasses,166,Plant_A,Bangalore_WH,SUP13,2026-06-09 12:00:00,2026-06-10 12:00:00,2026-06-11 12:00:00,1,Delivered,2026-06-09 12:00:00,West Route,1
SHP03085,ORD03085,Contact Lens,146,Plant_A,Delhi_WH,SUP8,2026-06-09 13:00:00,2026-06-10 13:00:00,2026-06-11 13:00:00,5,Delivered,2026-06-09 13:00:00,South Route,1
SHP03086,ORD03086,Contact Lens,122,Plant_A,Mumbai_WH,SUP14,2026-06-09 14:00:00,2026-06-10 14:00:00,2026-06-11 14:00:00,3,Delayed,2026-06-09 14:00:00,West Route,1
SHP03087,ORD03087,Contact Lens,86,Plant_B,Mumbai_WH,SUP4,2026-06-09 15:00:00,2026-06-10 15:00:00,2026-06-11 15:00:00,3,Delivered,2026-06-09 15:00:00,South Route,1
SHP03088,ORD03088,Reading Glasses,14,Plant_A,Mumbai_WH,SUP9,2026-06-09 16:00:00,2026-06-10 16:00:00,2026-06-11 16:00:00,6,Delivered,2026-06-09 16:00:00,North Route,1
SHP03089,ORD03089,Sunglasses,69,Plant_B,Bangalore_WH,SUP6,2026-06-09 17:00:00,2026-06-10 17:00:00,2026-06-11 17:00:00,1,Delayed,2026-06-09 17:00:00,West Route,1
SHP03090,ORD03090,Sunglasses,189,Plant_A,Delhi_WH,SUP16,2026-06-09 18:00:00,2026-06-10 18:00:00,2026-06-11 18:00:00,4,Delivered,2026-06-09 18:00:00,East Route,1
SHP03091,ORD03091,Contact Lens,45,Plant_A,Mumbai_WH,SUP2,2026-06-09 19:00:00,2026-06-10 19:00:00,2026-06-11 19:00:00,5,Delivered,2026-06-09 19:00:00,East Route,0
SHP03092,ORD03092,Sunglasses,99,Plant_B,Bangalore_WH,SUP7,2026-06-09 20:00:00,2026-06-10 20:00:00,2026-06-11 20:00:00,3,Delivered,2026-06-09 20:00:00,North Route,1
SHP03093,ORD03093,Optical Frame,91,Plant_B,Mumbai_WH,SUP18,2026-06-09 21:00:00,2026-06-10 21:00:00,2026-06-11 21:00:00,4,Delivered,2026-06-09 21:00:00,South Route,1
SHP03094,ORD03094,Prescription Lens,71,Plant_B,Mumbai_WH,SUP9,2026-06-09 22:00:00,2026-06-10 22:00:00,2026-06-11 22:00:00,1,Delivered,2026-06-09 22:00:00,East Route,0
SHP03095,ORD03095,Reading Glasses,140,Plant_B,Delhi_WH,SUP4,2026-06-09 23:00:00,2026-06-10 23:00:00,2026-06-11 23:00:00,2,Delivered,2026-06-09 23:00:00,North Route,1
SHP03096,ORD03096,Reading Glasses,158,Plant_B,Delhi_WH,SUP19,2026-06-10 00:00:00,2026-06-11 00:00:00,2026-06-12 00:00:00,0,Delivered,2026-06-10 00:00:00,West Route,0
SHP03097,ORD03097,Sunglasses,96,Plant_A,Delhi_WH,SUP5,2026-06-10 01:00:00,2026-06-11 01:00:00,2026-06-12 01:00:00,0,Delivered,2026-06-10 01:00:00,West Route,1
SHP03098,ORD03098,Sunglasses,82,Plant_A,Delhi_WH,SUP4,2026-06-10 02:00:00,2026-06-11 02:00:00,2026-06-12 02:00:00,1,Delayed,2026-06-10 02:00:00,North Route,1
SHP03099,ORD03099,Sunglasses,149,Plant_A,Delhi_WH,SUP17,2026-06-10 03:00:00,2026-06-11 03:00:00,2026-06-12 03:00:00,2,Delivered,2026-06-10 03:00:00,East Route,1
SHP03100,ORD03100,Reading Glasses,154,Plant_A,Delhi_WH,SUP7,2026-06-10 04:00:00,2026-06-11 04:00:00,2026-06-12 04:00:00,2,Delivered,2026-06-10 04:00:00,South Route,1
SHP03101,ORD03101,Optical Frame,103,Plant_B,Mumbai_WH,SUP8,2026-06-10 05:00:00,2026-06-11 05:00:00,2026-06-12 05:00:00,3,Delivered,2026-06-10 05:00:00,West Route,1
SHP03102,ORD03102,Contact Lens,62,Plant_B,Delhi_WH,SUP19,2026-06-10 06:00:00,2026-06-11 06:00:00,2026-06-12 06:00:00,3,Delivered,2026-06-10 06:00:00,East Route,1
SHP03103,ORD03103,Prescription Lens,80,Plant_A,Bangalore_WH,SUP13,2026-06-10 07:00:00,2026-06-11 07:00:00,2026-06-12 07:00:00,4,Delivered,2026-06-10 07:00:00,South Route,1
SHP03104,ORD03104,Contact Lens,106,Plant_B,Delhi_WH,SUP4,2026-06-10 08:00:00,2026-06-11 08:00:00,2026-06-12 08:00:00,1,Delivered,2026-06-10 08:00:00,East Route,1
SHP03105,ORD03105,Prescription Lens,31,Plant_A,Mumbai_WH,SUP16,2026-06-10 09:00:00,2026-06-11 09:00:00,2026-06-12 09:00:00,1,Delivered,2026-06-10 09:00:00,East Route,1
SHP03106,ORD03106,Prescription Lens,196,Plant_A,Delhi_WH,SUP19,2026-06-10 10:00:00,2026-06-11 10:00:00,2026-06-12 10:00:00,6,Delivered,2026-06-10 10:00:00,West Route,1
SHP03107,ORD03107,Sunglasses,84,Plant_B,Mumbai_WH,SUP15,2026-06-10 11:00:00,2026-06-11 11:00:00,2026-06-12 11:00:00,4,Delivered,2026-06-10 11:00:00,South Route,0
SHP03108,ORD03108,Reading Glasses,85,Plant_B,Delhi_WH,SUP2,2026-06-10 12:00:00,2026-06-11 12:00:00,2026-06-12 12:00:00,6,Delivered,2026-06-10 12:00:00,South Route,1
SHP03109,ORD03109,Optical Frame,29,Plant_B,Mumbai_WH,SUP4,2026-06-10 13:00:00,2026-06-11 13:00:00,2026-06-12 13:00:00,4,Delayed,2026-06-10 13:00:00,East Route,1
SHP03110,ORD03110,Optical Frame,97,Plant_B,Bangalore_WH,SUP6,2026-06-10 14:00:00,2026-06-11 14:00:00,2026-06-12 14:00:00,0,Delivered,2026-06-10 14:00:00,North Route,1
SHP03111,ORD03111,Reading Glasses,168,Plant_B,Mumbai_WH,SUP14,2026-06-10 15:00:00,2026-06-11 15:00:00,2026-06-12 15:00:00,2,Delayed,2026-06-10 15:00:00,North Route,0
SHP03112,ORD03112,Reading Glasses,98,Plant_A,Delhi_WH,SUP3,2026-06-10 16:00:00,2026-06-11 16:00:00,2026-06-12 16:00:00,6,Delayed,2026-06-10 16:00:00,North Route,1
SHP03113,ORD03113,Prescription Lens,122,Plant_B,Bangalore_WH,SUP9,2026-06-10 17:00:00,2026-06-11 17:00:00,2026-06-12 17:00:00,2,Delayed,2026-06-10 17:00:00,East Route,1
SHP03114,ORD03114,Contact Lens,49,Plant_A,Bangalore_WH,SUP3,2026-06-10 18:00:00,2026-06-11 18:00:00,2026-06-12 18:00:00,4,Delivered,2026-06-10 18:00:00,North Route,1
SHP03115,ORD03115,Contact Lens,77,Plant_B,Bangalore_WH,SUP7,2026-06-10 19:00:00,2026-06-11 19:00:00,2026-06-12 19:00:00,4,Delivered,2026-06-10 19:00:00,South Route,1
SHP03116,ORD03116,Prescription Lens,99,Plant_A,Delhi_WH,SUP8,2026-06-10 20:00:00,2026-06-11 20:00:00,2026-06-12 20:00:00,0,Delayed,2026-06-10 20:00:00,East Route,0
SHP03117,ORD03117,Contact Lens,134,Plant_B,Delhi_WH,SUP8,2026-06-10 21:00:00,2026-06-11 21:00:00,2026-06-12 21:00:00,3,Delivered,2026-06-10 21:00:00,West Route,1
SHP03118,ORD03118,Optical Frame,145,Plant_B,Delhi_WH,SUP19,2026-06-10 22:00:00,2026-06-11 22:00:00,2026-06-12 22:00:00,1,Delivered,2026-06-10 22:00:00,West Route,1
SHP03119,ORD03119,Contact Lens,30,Plant_A,Delhi_WH,SUP9,2026-06-10 23:00:00,2026-06-11 23:00:00,2026-06-12 23:00:00,4,Delayed,2026-06-10 23:00:00,East Route,1
SHP03120,ORD03120,Optical Frame,65,Plant_B,Mumbai_WH,SUP2,2026-06-11 00:00:00,2026-06-12 00:00:00,2026-06-13 00:00:00,4,Delayed,2026-06-11 00:00:00,North Route,1
SHP03121,ORD03121,Contact Lens,54,Plant_B,Bangalore_WH,SUP20,2026-06-11 01:00:00,2026-06-12 01:00:00,2026-06-13 01:00:00,5,Delivered,2026-06-11 01:00:00,West Route,0
SHP03122,ORD03122,Reading Glasses,12,Plant_A,Bangalore_WH,SUP6,2026-06-11 02:00:00,2026-06-12 02:00:00,2026-06-13 02:00:00,5,Delivered,2026-06-11 02:00:00,West Route,1
SHP03123,ORD03123,Reading Glasses,36,Plant_B,Delhi_WH,SUP18,2026-06-11 03:00:00,2026-06-12 03:00:00,2026-06-13 03:00:00,6,Delivered,2026-06-11 03:00:00,North Route,1
SHP03124,ORD03124,Reading Glasses,169,Plant_A,Bangalore_WH,SUP15,2026-06-11 04:00:00,2026-06-12 04:00:00,2026-06-13 04:00:00,0,Delayed,2026-06-11 04:00:00,South Route,1
SHP03125,ORD03125,Optical Frame,198,Plant_A,Mumbai_WH,SUP9,2026-06-11 05:00:00,2026-06-12 05:00:00,2026-06-13 05:00:00,0,Delivered,2026-06-11 05:00:00,South Route,1
SHP03126,ORD03126,Sunglasses,55,Plant_B,Mumbai_WH,SUP15,2026-06-11 06:00:00,2026-06-12 06:00:00,2026-06-13 06:00:00,5,Delivered,2026-06-11 06:00:00,East Route,1
SHP03127,ORD03127,Prescription Lens,99,Plant_A,Mumbai_WH,SUP9,2026-06-11 07:00:00,2026-06-12 07:00:00,2026-06-13 07:00:00,6,Delivered,2026-06-11 07:00:00,North Route,0
SHP03128,ORD03128,Optical Frame,53,Plant_A,Mumbai_WH,SUP11,2026-06-11 08:00:00,2026-06-12 08:00:00,2026-06-13 08:00:00,2,Delivered,2026-06-11 08:00:00,East Route,0
SHP03129,ORD03129,Contact Lens,112,Plant_A,Mumbai_WH,SUP17,2026-06-11 09:00:00,2026-06-12 09:00:00,2026-06-13 09:00:00,1,Delivered,2026-06-11 09:00:00,West Route,1
SHP03130,ORD03130,Reading Glasses,149,Plant_A,Mumbai_WH,SUP3,2026-06-11 10:00:00,2026-06-12 10:00:00,2026-06-13 10:00:00,4,Delivered,2026-06-11 10:00:00,West Route,1
SHP03131,ORD03131,Optical Frame,68,Plant_A,Delhi_WH,SUP14,2026-06-11 11:00:00,2026-06-12 11:00:00,2026-06-13 11:00:00,3,Delivered,2026-06-11 11:00:00,West Route,1
SHP03132,ORD03132,Optical Frame,186,Plant_A,Mumbai_WH,SUP9,2026-06-11 12:00:00,2026-06-12 12:00:00,2026-06-13 12:00:00,4,Delivered,2026-06-11 12:00:00,South Route,1
SHP03133,ORD03133,Reading Glasses,68,Plant_A,Delhi_WH,SUP2,2026-06-11 13:00:00,2026-06-12 13:00:00,2026-06-13 13:00:00,1,Delivered,2026-06-11 13:00:00,East Route,1
SHP03134,ORD03134,Optical Frame,155,Plant_B,Mumbai_WH,SUP7,2026-06-11 14:00:00,2026-06-12 14:00:00,2026-06-13 14:00:00,2,Delayed,2026-06-11 14:00:00,North Route,1
SHP03135,ORD03135,Sunglasses,104,Plant_B,Mumbai_WH,SUP14,2026-06-11 15:00:00,2026-06-12 15:00:00,2026-06-13 15:00:00,2,Delivered,2026-06-11 15:00:00,East Route,0
SHP03136,ORD03136,Sunglasses,51,Plant_A,Delhi_WH,SUP17,2026-06-11 16:00:00,2026-06-12 16:00:00,2026-06-13 16:00:00,6,Delivered,2026-06-11 16:00:00,East Route,1
SHP03137,ORD03137,Reading Glasses,40,Plant_A,Delhi_WH,SUP9,2026-06-11 17:00:00,2026-06-12 17:00:00,2026-06-13 17:00:00,1,Delivered,2026-06-11 17:00:00,South Route,1
SHP03138,ORD03138,Prescription Lens,184,Plant_B,Delhi_WH,SUP14,2026-06-11 18:00:00,2026-06-12 18:00:00,2026-06-13 18:00:00,3,Delivered,2026-06-11 18:00:00,South Route,1
SHP03139,ORD03139,Optical Frame,39,Plant_B,Mumbai_WH,SUP3,2026-06-11 19:00:00,2026-06-12 19:00:00,2026-06-13 19:00:00,5,Delivered,2026-06-11 19:00:00,North Route,1
SHP03140,ORD03140,Prescription Lens,134,Plant_B,Delhi_WH,SUP13,2026-06-11 20:00:00,2026-06-12 20:00:00,2026-06-13 20:00:00,0,Delivered,2026-06-11 20:00:00,West Route,1
SHP03141,ORD03141,Optical Frame,136,Plant_A,Delhi_WH,SUP9,2026-06-11 21:00:00,2026-06-12 21:00:00,2026-06-13 21:00:00,2,Delivered,2026-06-11 21:00:00,North Route,0
SHP03142,ORD03142,Contact Lens,184,Plant_B,Bangalore_WH,SUP7,2026-06-11 22:00:00,2026-06-12 22:00:00,2026-06-13 22:00:00,4,Delivered,2026-06-11 22:00:00,North Route,0
SHP03143,ORD03143,Contact Lens,90,Plant_A,Mumbai_WH,SUP13,2026-06-11 23:00:00,2026-06-12 23:00:00,2026-06-13 23:00:00,4,Delivered,2026-06-11 23:00:00,North Route,1
SHP03144,ORD03144,Reading Glasses,74,Plant_B,Bangalore_WH,SUP14,2026-06-12 00:00:00,2026-06-13 00:00:00,2026-06-14 00:00:00,6,Delivered,2026-06-12 00:00:00,South Route,0
SHP03145,ORD03145,Sunglasses,46,Plant_B,Mumbai_WH,SUP18,2026-06-12 01:00:00,2026-06-13 01:00:00,2026-06-14 01:00:00,0,Delayed,2026-06-12 01:00:00,West Route,1
SHP03146,ORD03146,Prescription Lens,144,Plant_B,Mumbai_WH,SUP4,2026-06-12 02:00:00,2026-06-13 02:00:00,2026-06-14 02:00:00,6,Delayed,2026-06-12 02:00:00,South Route,1
SHP03147,ORD03147,Reading Glasses,191,Plant_A,Bangalore_WH,SUP11,2026-06-12 03:00:00,2026-06-13 03:00:00,2026-06-14 03:00:00,2,Delivered,2026-06-12 03:00:00,West Route,1
SHP03148,ORD03148,Sunglasses,47,Plant_A,Mumbai_WH,SUP19,2026-06-12 04:00:00,2026-06-13 04:00:00,2026-06-14 04:00:00,4,Delivered,2026-06-12 04:00:00,South Route,1
SHP03149,ORD03149,Optical Frame,95,Plant_B,Mumbai_WH,SUP17,2026-06-12 05:00:00,2026-06-13 05:00:00,2026-06-14 05:00:00,1,Delivered,2026-06-12 05:00:00,West Route,0
SHP03150,ORD03150,Contact Lens,155,Plant_B,Delhi_WH,SUP2,2026-06-12 06:00:00,2026-06-13 06:00:00,2026-06-14 06:00:00,1,Delivered,2026-06-12 06:00:00,South Route,1
SHP03151,ORD03151,Prescription Lens,24,Plant_B,Mumbai_WH,SUP18,2026-06-12 07:00:00,2026-06-13 07:00:00,2026-06-14 07:00:00,2,Delayed,2026-06-12 07:00:00,South Route,1
SHP03152,ORD03152,Sunglasses,190,Plant_A,Mumbai_WH,SUP14,2026-06-12 08:00:00,2026-06-13 08:00:00,2026-06-14 08:00:00,2,Delivered,2026-06-12 08:00:00,North Route,1
SHP03153,ORD03153,Sunglasses,192,Plant_B,Mumbai_WH,SUP15,2026-06-12 09:00:00,2026-06-13 09:00:00,2026-06-14 09:00:00,3,Delayed,2026-06-12 09:00:00,West Route,1
SHP03154,ORD03154,Reading Glasses,101,Plant_A,Delhi_WH,SUP6,2026-06-12 10:00:00,2026-06-13 10:00:00,2026-06-14 10:00:00,3,Delayed,2026-06-12 10:00:00,North Route,1
SHP03155,ORD03155,Sunglasses,116,Plant_A,Bangalore_WH,SUP18,2026-06-12 11:00:00,2026-06-13 11:00:00,2026-06-14 11:00:00,4,Delivered,2026-06-12 11:00:00,West Route,1
SHP03156,ORD03156,Prescription Lens,100,Plant_B,Mumbai_WH,SUP18,2026-06-12 12:00:00,2026-06-13 12:00:00,2026-06-14 12:00:00,3,Delivered,2026-06-12 12:00:00,North Route,1
SHP03157,ORD03157,Reading Glasses,20,Plant_B,Mumbai_WH,SUP15,2026-06-12 13:00:00,2026-06-13 13:00:00,2026-06-14 13:00:00,0,Delayed,2026-06-12 13:00:00,East Route,1
SHP03158,ORD03158,Reading Glasses,125,Plant_B,Delhi_WH,SUP8,2026-06-12 14:00:00,2026-06-13 14:00:00,2026-06-14 14:00:00,1,Delivered,2026-06-12 14:00:00,North Route,1
SHP03159,ORD03159,Sunglasses,163,Plant_A,Bangalore_WH,SUP3,2026-06-12 15:00:00,2026-06-13 15:00:00,2026-06-14 15:00:00,2,Delayed,2026-06-12 15:00:00,West Route,1
SHP03160,ORD03160,Sunglasses,181,Plant_B,Mumbai_WH,SUP18,2026-06-12 16:00:00,2026-06-13 16:00:00,2026-06-14 16:00:00,5,Delivered,2026-06-12 16:00:00,North Route,1
SHP03161,ORD03161,Sunglasses,189,Plant_B,Bangalore_WH,SUP6,2026-06-12 17:00:00,2026-06-13 17:00:00,2026-06-14 17:00:00,1,Delivered,2026-06-12 17:00:00,North Route,1
SHP03162,ORD03162,Reading Glasses,134,Plant_A,Mumbai_WH,SUP20,2026-06-12 18:00:00,2026-06-13 18:00:00,2026-06-14 18:00:00,6,Delivered,2026-06-12 18:00:00,West Route,0
SHP03163,ORD03163,Contact Lens,112,Plant_A,Mumbai_WH,SUP8,2026-06-12 19:00:00,2026-06-13 19:00:00,2026-06-14 19:00:00,2,Delivered,2026-06-12 19:00:00,East Route,1
SHP03164,ORD03164,Prescription Lens,175,Plant_B,Mumbai_WH,SUP18,2026-06-12 20:00:00,2026-06-13 20:00:00,2026-06-14 20:00:00,4,Delayed,2026-06-12 20:00:00,West Route,0
SHP03165,ORD03165,Optical Frame,79,Plant_A,Delhi_WH,SUP6,2026-06-12 21:00:00,2026-06-13 21:00:00,2026-06-14 21:00:00,5,Delivered,2026-06-12 21:00:00,West Route,0
SHP03166,ORD03166,Reading Glasses,25,Plant_B,Delhi_WH,SUP20,2026-06-12 22:00:00,2026-06-13 22:00:00,2026-06-14 22:00:00,4,Delayed,2026-06-12 22:00:00,West Route,1
SHP03167,ORD03167,Reading Glasses,172,Plant_A,Delhi_WH,SUP8,2026-06-12 23:00:00,2026-06-13 23:00:00,2026-06-14 23:00:00,6,Delivered,2026-06-12 23:00:00,South Route,0
SHP03168,ORD03168,Sunglasses,149,Plant_B,Mumbai_WH,SUP16,2026-06-13 00:00:00,2026-06-14 00:00:00,2026-06-15 00:00:00,4,Delayed,2026-06-13 00:00:00,East Route,1
SHP03169,ORD03169,Sunglasses,134,Plant_B,Bangalore_WH,SUP5,2026-06-13 01:00:00,2026-06-14 01:00:00,2026-06-15 01:00:00,2,Delayed,2026-06-13 01:00:00,North Route,1
SHP03170,ORD03170,Sunglasses,148,Plant_B,Bangalore_WH,SUP18,2026-06-13 02:00:00,2026-06-14 02:00:00,2026-06-15 02:00:00,1,Delayed,2026-06-13 02:00:00,North Route,0
SHP03171,ORD03171,Reading Glasses,181,Plant_A,Delhi_WH,SUP10,2026-06-13 03:00:00,2026-06-14 03:00:00,2026-06-15 03:00:00,3,Delivered,2026-06-13 03:00:00,East Route,1
SHP03172,ORD03172,Optical Frame,49,Plant_A,Bangalore_WH,SUP20,2026-06-13 04:00:00,2026-06-14 04:00:00,2026-06-15 04:00:00,4,Delivered,2026-06-13 04:00:00,North Route,0
SHP03173,ORD03173,Optical Frame,83,Plant_A,Delhi_WH,SUP1,2026-06-13 05:00:00,2026-06-14 05:00:00,2026-06-15 05:00:00,2,Delivered,2026-06-13 05:00:00,East Route,1
SHP03174,ORD03174,Sunglasses,199,Plant_B,Mumbai_WH,SUP9,2026-06-13 06:00:00,2026-06-14 06:00:00,2026-06-15 06:00:00,5,Delivered,2026-06-13 06:00:00,North Route,1
SHP03175,ORD03175,Optical Frame,80,Plant_A,Mumbai_WH,SUP7,2026-06-13 07:00:00,2026-06-14 07:00:00,2026-06-15 07:00:00,4,Delivered,2026-06-13 07:00:00,North Route,1
SHP03176,ORD03176,Reading Glasses,180,Plant_A,Bangalore_WH,SUP11,2026-06-13 08:00:00,2026-06-14 08:00:00,2026-06-15 08:00:00,3,Delivered,2026-06-13 08:00:00,East Route,1
SHP03177,ORD03177,Contact Lens,145,Plant_B,Mumbai_WH,SUP4,2026-06-13 09:00:00,2026-06-14 09:00:00,2026-06-15 09:00:00,0,Delayed,2026-06-13 09:00:00,East Route,1
SHP03178,ORD03178,Sunglasses,34,Plant_A,Mumbai_WH,SUP20,2026-06-13 10:00:00,2026-06-14 10:00:00,2026-06-15 10:00:00,3,Delivered,2026-06-13 10:00:00,South Route,1
SHP03179,ORD03179,Optical Frame,195,Plant_B,Delhi_WH,SUP15,2026-06-13 11:00:00,2026-06-14 11:00:00,2026-06-15 11:00:00,3,Delayed,2026-06-13 11:00:00,West Route,1
SHP03180,ORD03180,Sunglasses,30,Plant_B,Delhi_WH,SUP18,2026-06-13 12:00:00,2026-06-14 12:00:00,2026-06-15 12:00:00,3,Delivered,2026-06-13 12:00:00,North Route,1
SHP03181,ORD03181,Optical Frame,153,Plant_B,Mumbai_WH,SUP11,2026-06-13 13:00:00,2026-06-14 13:00:00,2026-06-15 13:00:00,0,Delayed,2026-06-13 13:00:00,West Route,1
SHP03182,ORD03182,Prescription Lens,140,Plant_B,Delhi_WH,SUP17,2026-06-13 14:00:00,2026-06-14 14:00:00,2026-06-15 14:00:00,4,Delivered,2026-06-13 14:00:00,East Route,1
SHP03183,ORD03183,Reading Glasses,150,Plant_A,Delhi_WH,SUP2,2026-06-13 15:00:00,2026-06-14 15:00:00,2026-06-15 15:00:00,3,Delayed,2026-06-13 15:00:00,North Route,1
SHP03184,ORD03184,Reading Glasses,42,Plant_A,Bangalore_WH,SUP10,2026-06-13 16:00:00,2026-06-14 16:00:00,2026-06-15 16:00:00,4,Delivered,2026-06-13 16:00:00,North Route,1
SHP03185,ORD03185,Prescription Lens,72,Plant_A,Delhi_WH,SUP10,2026-06-13 17:00:00,2026-06-14 17:00:00,2026-06-15 17:00:00,0,Delivered,2026-06-13 17:00:00,North Route,1
SHP03186,ORD03186,Prescription Lens,37,Plant_A,Bangalore_WH,SUP6,2026-06-13 18:00:00,2026-06-14 18:00:00,2026-06-15 18:00:00,0,Delivered,2026-06-13 18:00:00,North Route,1
SHP03187,ORD03187,Sunglasses,106,Plant_A,Bangalore_WH,SUP18,2026-06-13 19:00:00,2026-06-14 19:00:00,2026-06-15 19:00:00,6,Delivered,2026-06-13 19:00:00,South Route,1
SHP03188,ORD03188,Prescription Lens,91,Plant_B,Bangalore_WH,SUP16,2026-06-13 20:00:00,2026-06-14 20:00:00,2026-06-15 20:00:00,4,Delivered,2026-06-13 20:00:00,East Route,0
SHP03189,ORD03189,Contact Lens,10,Plant_A,Delhi_WH,SUP6,2026-06-13 21:00:00,2026-06-14 21:00:00,2026-06-15 21:00:00,2,Delayed,2026-06-13 21:00:00,North Route,1
SHP03190,ORD03190,Reading Glasses,135,Plant_B,Delhi_WH,SUP9,2026-06-13 22:00:00,2026-06-14 22:00:00,2026-06-15 22:00:00,0,Delivered,2026-06-13 22:00:00,South Route,0
SHP03191,ORD03191,Contact Lens,39,Plant_B,Bangalore_WH,SUP11,2026-06-13 23:00:00,2026-06-14 23:00:00,2026-06-15 23:00:00,4,Delivered,2026-06-13 23:00:00,North Route,0
SHP03192,ORD03192,Contact Lens,33,Plant_B,Mumbai_WH,SUP9,2026-06-14 00:00:00,2026-06-15 00:00:00,2026-06-16 00:00:00,3,Delivered,2026-06-14 00:00:00,East Route,1
SHP03193,ORD03193,Contact Lens,187,Plant_B,Bangalore_WH,SUP20,2026-06-14 01:00:00,2026-06-15 01:00:00,2026-06-16 01:00:00,3,Delivered,2026-06-14 01:00:00,South Route,1
SHP03194,ORD03194,Prescription Lens,135,Plant_A,Mumbai_WH,SUP5,2026-06-14 02:00:00,2026-06-15 02:00:00,2026-06-16 02:00:00,1,Delayed,2026-06-14 02:00:00,West Route,0
SHP03195,ORD03195,Optical Frame,75,Plant_A,Mumbai_WH,SUP15,2026-06-14 03:00:00,2026-06-15 03:00:00,2026-06-16 03:00:00,1,Delayed,2026-06-14 03:00:00,North Route,1
SHP03196,ORD03196,Optical Frame,42,Plant_B,Mumbai_WH,SUP14,2026-06-14 04:00:00,2026-06-15 04:00:00,2026-06-16 04:00:00,4,Delivered,2026-06-14 04:00:00,East Route,1
