production_id,date,plant_id,product_id,quantity_produced,machine_id,temperature,energy_consumption,downtime_minutes,line_id,shift,units_produced,efficiency
PROD02947,2026-07-01 19:00:00,Plant_A,Reading Glasses,343,Assembly_M3,59.45,331.51,18,Line_1,Night,313,0.74
PROD02948,2026-07-01 20:00:00,Plant_B,Optical Frame,207,Grinding_M1,73.79,370.71,33,Line_2,Day,468,0.97
PROD02949,2026-07-01 21:00:00,Plant_B,Optical Frame,216,Assembly_M3,73.8,255.16,37,Line_1,Night,334,0.74
PROD02950,2026-07-01 22:00:00,Plant_B,Prescription Lens,425,Grinding_M1,40.14,460.5,16,Line_2,Day,144,0.75
PROD02951,2026-07-01 23:00:00,Plant_A,Contact Lens,222,Grinding_M1,32.29,174.8,54,Line_2,Day,464,0.98
PROD02952,2026-07-02 00:00:00,Plant_B,Reading Glasses,495,Assembly_M3,24.9,164.67,55,Line_2,Day,296,0.74
PROD02953,2026-07-02 01:00:00,Plant_A,Contact Lens,140,Grinding_M1,50.95,102.61,14,Line_1,Day,472,0.9
PROD02954,2026-07-02 02:00:00,Plant_B,Sunglasses,291,Coating_M2,55.42,376.16,25,Line_1,Night,251,0.9
PROD02955,2026-07-02 03:00:00,Plant_B,Contact Lens,358,Assembly_M3,32.4,137.34,43,Line_1,Night,165,0.92
PROD02956,2026-07-02 04:00:00,Plant_B,Prescription Lens,406,Assembly_M3,44.08,492.99,29,Line_1,Night,308,0.91
PROD02957,2026-07-02 05:00:00,Plant_A,Optical Frame,381,Grinding_M1,60.74,465.43,9,Line_2,Night,342,0.82
PROD02958,2026-07-02 06:00:00,Plant_A,Reading Glasses,347,Assembly_M3,68.42,370.68,12,Line_2,Night,340,0.89
PROD02959,2026-07-02 07:00:00,Plant_A,Reading Glasses,468,Grinding_M1,69.7,425.4,22,Line_1,Night,141,0.92
PROD02960,2026-07-02 08:00:00,Plant_B,Contact Lens,131,Coating_M2,78.7,205.35,42,Line_1,Day,142,0.78
PROD02961,2026-07-02 09:00:00,Plant_B,Prescription Lens,265,Assembly_M3,77.19,114.13,47,Line_2,Day,404,0.71
PROD02962,2026-07-02 10:00:00,Plant_A,Contact Lens,283,Coating_M2,77.35,254.65,34,Line_1,Day,150,0.8
PROD02963,2026-07-02 11:00:00,Plant_B,Prescription Lens,238,Assembly_M3,27.98,275.64,5,Line_1,Day,274,0.9
PROD02964,2026-07-02 12:00:00,Plant_B,Contact Lens,341,Coating_M2,24.84,241.6,46,Line_1,Night,346,0.71
PROD02965,2026-07-02 13:00:00,Plant_B,Reading Glasses,202,Assembly_M3,55.17,265.05,36,Line_2,Day,427,0.71
PROD02966,2026-07-02 14:00:00,Plant_B,Sunglasses,235,Assembly_M3,23.02,121.96,21,Line_1,Night,187,0.72
PROD02967,2026-07-02 15:00:00,Plant_A,Optical Frame,285,Grinding_M1,21.36,498.0,33,Line_2,Day,112,0.73
PROD02968,2026-07-02 16:00:00,Plant_A,Optical Frame,255,Assembly_M3,35.72,291.52,11,Line_2,Day,439,0.77
PROD02969,2026-07-02 17:00:00,Plant_B,Contact Lens,286,Coating_M2,52.46,241.04,36,Line_2,Day,252,0.86
PROD02970,2026-07-02 18:00:00,Plant_A,Sunglasses,286,Assembly_M3,72.14,413.82,4,Line_1,Day,207,0.72
PROD02971,2026-07-02 19:00:00,Plant_B,Prescription Lens,350,Grinding_M1,41.19,424.44,11,Line_1,Night,433,0.95
PROD02972,2026-07-02 20:00:00,Plant_B,Optical Frame,461,Coating_M2,25.23,287.59,40,Line_2,Night,228,0.8
PROD02973,2026-07-02 21:00:00,Plant_B,Contact Lens,415,Grinding_M1,53.79,186.4,50,Line_2,Day,328,0.82
PROD02974,2026-07-02 22:00:00,Plant_B,Sunglasses,247,Coating_M2,30.39,331.94,46,Line_1,Day,239,0.98
PROD02975,2026-07-02 23:00:00,Plant_A,Reading Glasses,274,Assembly_M3,22.14,258.58,32,Line_2,Night,387,0.89
PROD02976,2026-07-03 00:00:00,Plant_A,Sunglasses,340,Grinding_M1,75.59,352.92,47,Line_1,Night,220,0.81
PROD02977,2026-07-03 01:00:00,Plant_B,Optical Frame,119,Grinding_M1,38.86,278.91,0,Line_2,Day,260,0.96
PROD02978,2026-07-03 02:00:00,Plant_A,Sunglasses,167,Assembly_M3,76.57,128.97,37,Line_1,Day,293,0.89
PROD02979,2026-07-03 03:00:00,Plant_A,Optical Frame,333,Grinding_M1,53.21,480.17,34,Line_2,Day,173,0.82
PROD02980,2026-07-03 04:00:00,Plant_B,Reading Glasses,263,Coating_M2,69.07,299.4,5,Line_1,Day,126,0.97
PROD02981,2026-07-03 05:00:00,Plant_A,Prescription Lens,454,Grinding_M1,48.95,345.26,57,Line_2,Night,105,0.83
PROD02982,2026-07-03 06:00:00,Plant_B,Prescription Lens,214,Assembly_M3,56.71,126.4,58,Line_1,Day,277,0.71
PROD02983,2026-07-03 07:00:00,Plant_A,Prescription Lens,383,Assembly_M3,48.16,498.76,58,Line_2,Night,281,0.8
PROD02984,2026-07-03 08:00:00,Plant_A,Sunglasses,234,Grinding_M1,67.35,486.36,13,Line_1,Night,334,0.98
PROD02985,2026-07-03 09:00:00,Plant_B,Prescription Lens,352,Coating_M2,64.95,485.09,13,Line_1,Day,453,0.89
PROD02986,2026-07-03 10:00:00,Plant_A,Sunglasses,418,Grinding_M1,57.72,103.9,50,Line_1,Day,353,0.87
PROD02987,2026-07-03 11:00:00,Plant_B,Prescription Lens,300,Assembly_M3,49.24,108.09,53,Line_2,Day,286,0.87
PROD02988,2026-07-03 12:00:00,Plant_B,Prescription Lens,402,Grinding_M1,20.23,177.21,39,Line_2,Day,124,0.84
PROD02989,2026-07-03 13:00:00,Plant_B,Contact Lens,364,Grinding_M1,45.26,110.34,52,Line_1,Day,496,0.78
PROD02990,2026-07-03 14:00:00,Plant_B,Prescription Lens,251,Grinding_M1,76.29,226.63,2,Line_2,Night,496,0.98
PROD02991,2026-07-03 15:00:00,Plant_B,Contact Lens,368,Grinding_M1,79.38,353.75,49,Line_2,Day,242,0.71
PROD02992,2026-07-03 16:00:00,Plant_A,Contact Lens,193,Grinding_M1,40.86,497.18,11,Line_1,Night,383,0.99
PROD02993,2026-07-03 17:00:00,Plant_B,Sunglasses,287,Coating_M2,37.86,460.45,59,Line_2,Day,402,0.98
PROD02994,2026-07-03 18:00:00,Plant_B,Reading Glasses,338,Coating_M2,50.18,412.21,0,Line_2,Day,437,0.85
PROD02995,2026-07-03 19:00:00,Plant_A,Reading Glasses,206,Coating_M2,35.9,222.04,3,Line_1,Night,499,0.76
PROD02996,2026-07-03 20:00:00,Plant_A,Sunglasses,331,Coating_M2,23.83,488.73,59,Line_2,Night,445,0.91
PROD02997,2026-07-03 21:00:00,Plant_A,Reading Glasses,437,Grinding_M1,24.09,313.57,14,Line_1,Day,387,0.88
PROD02998,2026-07-03 22:00:00,Plant_A,Reading Glasses,308,Assembly_M3,48.11,447.82,8,Line_2,Night,147,0.76
PROD02999,2026-07-03 23:00:00,Plant_B,Sunglasses,133,Assembly_M3,62.82,306.56,29,Line_2,Day,246,0.88
PROD03000,2026-07-04 00:00:00,Plant_A,Reading Glasses,358,Assembly_M3,46.6,262.7,7,Line_2,Day,222,0.97
PROD03001,2026-07-04 01:00:00,Plant_B,Contact Lens,461,Coating_M2,62.36,199.39,20,Line_2,Day,120,0.97
PROD03002,2026-07-04 02:00:00,Plant_A,Contact Lens,460,Grinding_M1,31.22,222.38,28,Line_1,Day,225,0.72
PROD03003,2026-07-04 03:00:00,Plant_A,Optical Frame,446,Assembly_M3,31.06,412.91,38,Line_2,Day,259,0.8
PROD03004,2026-07-04 04:00:00,Plant_B,Reading Glasses,281,Assembly_M3,40.62,489.66,30,Line_1,Day,304,0.85
PROD03005,2026-07-04 05:00:00,Plant_B,Contact Lens,247,Coating_M2,38.13,216.09,47,Line_2,Day,499,0.74
PROD03006,2026-07-04 06:00:00,Plant_A,Reading Glasses,432,Coating_M2,20.99,263.48,35,Line_1,Night,495,0.74
PROD03007,2026-07-04 07:00:00,Plant_A,Optical Frame,293,Assembly_M3,25.93,482.45,6,Line_1,Night,281,0.98
PROD03008,2026-07-04 08:00:00,Plant_B,Optical Frame,361,Grinding_M1,32.6,260.52,55,Line_2,Day,136,0.96
PROD03009,2026-07-04 09:00:00,Plant_A,Prescription Lens,134,Assembly_M3,21.0,184.27,7,Line_1,Night,459,0.99
PROD03010,2026-07-04 10:00:00,Plant_B,Contact Lens,303,Assembly_M3,44.16,135.87,56,Line_1,Night,499,0.85
PROD03011,2026-07-04 11:00:00,Plant_A,Optical Frame,314,Assembly_M3,71.9,128.39,47,Line_1,Day,278,0.78
PROD03012,2026-07-04 12:00:00,Plant_B,Prescription Lens,400,Grinding_M1,78.87,446.95,24,Line_1,Night,465,0.82
PROD03013,2026-07-04 13:00:00,Plant_B,Optical Frame,461,Grinding_M1,29.13,324.06,15,Line_1,Night,436,0.86
PROD03014,2026-07-04 14:00:00,Plant_B,Contact Lens,202,Grinding_M1,21.86,269.15,45,Line_1,Day,318,0.74
PROD03015,2026-07-04 15:00:00,Plant_B,Optical Frame,449,Assembly_M3,63.17,309.3,18,Line_1,Day,388,0.88
PROD03016,2026-07-04 16:00:00,Plant_B,Reading Glasses,184,Grinding_M1,28.18,414.56,0,Line_1,Night,314,0.75
PROD03017,2026-07-04 17:00:00,Plant_B,Prescription Lens,430,Grinding_M1,41.64,409.67,47,Line_2,Day,389,0.87
PROD03018,2026-07-04 18:00:00,Plant_B,Sunglasses,482,Coating_M2,21.91,215.02,14,Line_2,Night,154,0.78
PROD03019,2026-07-04 19:00:00,Plant_B,Optical Frame,464,Assembly_M3,78.11,385.14,26,Line_1,Night,259,0.96
PROD03020,2026-07-04 20:00:00,Plant_A,Optical Frame,272,Assembly_M3,40.23,244.96,25,Line_2,Day,108,0.71
PROD03021,2026-07-04 21:00:00,Plant_A,Optical Frame,140,Coating_M2,68.66,152.69,47,Line_1,Night,481,0.85
PROD03022,2026-07-04 22:00:00,Plant_A,Prescription Lens,301,Coating_M2,65.58,430.63,36,Line_1,Day,160,0.92
PROD03023,2026-07-04 23:00:00,Plant_B,Sunglasses,254,Coating_M2,65.0,234.11,44,Line_2,Day,365,0.97
PROD03024,2026-07-05 00:00:00,Plant_A,Contact Lens,479,Grinding_M1,76.71,464.05,57,Line_1,Night,468,0.8
PROD03025,2026-07-05 01:00:00,Plant_A,Prescription Lens,470,Assembly_M3,68.72,386.79,51,Line_2,Day,285,0.94
PROD03026,2026-07-05 02:00:00,Plant_A,Sunglasses,360,Coating_M2,66.72,257.47,45,Line_1,Night,327,0.92
PROD03027,2026-07-05 03:00:00,Plant_B,Sunglasses,348,Assembly_M3,61.25,306.0,43,Line_2,Day,485,0.82
PROD03028,2026-07-05 04:00:00,Plant_A,Optical Frame,118,Assembly_M3,37.86,484.84,23,Line_1,Day,459,0.83
PROD03029,2026-07-05 05:00:00,Plant_A,Reading Glasses,426,Coating_M2,21.26,196.28,24,Line_1,Night,167,0.78
PROD03030,2026-07-05 06:00:00,Plant_A,Optical Frame,479,Grinding_M1,47.86,197.18,4,Line_1,Night,119,0.83
PROD03031,2026-07-05 07:00:00,Plant_B,Optical Frame,228,Coating_M2,41.22,209.52,43,Line_2,Night,383,0.76
PROD03032,2026-07-05 08:00:00,Plant_B,Sunglasses,480,Coating_M2,29.54,274.16,29,Line_2,Day,281,0.78
PROD03033,2026-07-05 09:00:00,Plant_B,Prescription Lens,273,Assembly_M3,73.33,171.57,17,Line_1,Day,181,0.86
PROD03034,2026-07-05 10:00:00,Plant_A,Optical Frame,161,Assembly_M3,77.73,135.67,55,Line_2,Night,171,0.86
PROD03035,2026-07-05 11:00:00,Plant_B,Contact Lens,454,Assembly_M3,70.68,226.59,53,Line_2,Day,176,1.0
PROD03036,2026-07-05 12:00:00,Plant_B,Optical Frame,349,Grinding_M1,47.41,277.33,16,Line_1,Night,168,0.85
PROD03037,2026-07-05 13:00:00,Plant_B,Reading Glasses,277,Assembly_M3,29.5,230.55,11,Line_1,Day,362,0.96
PROD03038,2026-07-05 14:00:00,Plant_A,Reading Glasses,452,Grinding_M1,49.1,164.91,23,Line_1,Night,201,0.83
PROD03039,2026-07-05 15:00:00,Plant_A,Optical Frame,176,Coating_M2,67.62,448.13,49,Line_1,Day,415,0.77
PROD03040,2026-07-05 16:00:00,Plant_A,Sunglasses,307,Grinding_M1,53.55,216.21,36,Line_1,Night,416,0.97
PROD03041,2026-07-05 17:00:00,Plant_B,Optical Frame,246,Assembly_M3,48.96,213.66,36,Line_1,Day,303,0.97
PROD03042,2026-07-05 18:00:00,Plant_B,Optical Frame,105,Grinding_M1,27.25,443.56,44,Line_2,Night,365,0.92
PROD03043,2026-07-05 19:00:00,Plant_B,Optical Frame,417,Grinding_M1,54.58,261.48,27,Line_2,Day,360,0.71
PROD03044,2026-07-05 20:00:00,Plant_B,Prescription Lens,222,Assembly_M3,50.86,209.5,17,Line_1,Day,498,0.87
PROD03045,2026-07-05 21:00:00,Plant_A,Prescription Lens,427,Grinding_M1,30.2,260.19,59,Line_1,Day,342,0.88
PROD03046,2026-07-05 22:00:00,Plant_B,Optical Frame,116,Coating_M2,72.39,473.96,59,Line_1,Day,161,0.89
PROD03047,2026-07-05 23:00:00,Plant_A,Reading Glasses,185,Assembly_M3,39.56,387.12,54,Line_1,Day,382,0.95
PROD03048,2026-07-06 00:00:00,Plant_B,Sunglasses,442,Grinding_M1,20.49,498.48,41,Line_2,Night,379,0.77
PROD03049,2026-07-06 01:00:00,Plant_B,Reading Glasses,101,Coating_M2,45.26,249.87,16,Line_1,Night,496,0.73
PROD03050,2026-07-06 02:00:00,Plant_B,Optical Frame,133,Coating_M2,69.62,257.32,2,Line_2,Day,222,0.87
PROD03051,2026-07-06 03:00:00,Plant_B,Contact Lens,264,Grinding_M1,69.94,345.16,1,Line_2,Day,331,0.85
PROD03052,2026-07-06 04:00:00,Plant_A,Optical Frame,223,Assembly_M3,22.34,236.68,18,Line_2,Night,152,0.86
PROD03053,2026-07-06 05:00:00,Plant_A,Prescription Lens,477,Grinding_M1,47.58,121.86,15,Line_2,Night,431,0.73
PROD03054,2026-07-06 06:00:00,Plant_B,Reading Glasses,138,Coating_M2,73.6,154.29,42,Line_2,Night,496,0.8
PROD03055,2026-07-06 07:00:00,Plant_A,Optical Frame,450,Grinding_M1,73.65,110.91,10,Line_2,Day,138,0.88
PROD03056,2026-07-06 08:00:00,Plant_A,Contact Lens,460,Coating_M2,55.07,438.34,44,Line_1,Day,165,0.8
PROD03057,2026-07-06 09:00:00,Plant_B,Reading Glasses,179,Assembly_M3,63.55,410.31,4,Line_1,Day,287,0.89
PROD03058,2026-07-06 10:00:00,Plant_B,Sunglasses,410,Grinding_M1,79.35,133.8,12,Line_2,Day,376,0.75
PROD03059,2026-07-06 11:00:00,Plant_A,Reading Glasses,453,Grinding_M1,39.37,239.31,23,Line_1,Day,111,0.88
PROD03060,2026-07-06 12:00:00,Plant_A,Sunglasses,271,Assembly_M3,46.62,274.06,50,Line_2,Night,440,0.98
PROD03061,2026-07-06 13:00:00,Plant_A,Reading Glasses,336,Coating_M2,72.34,132.46,26,Line_2,Night,425,0.75
PROD03062,2026-07-06 14:00:00,Plant_B,Contact Lens,123,Grinding_M1,41.22,302.69,30,Line_1,Night,391,0.77
PROD03063,2026-07-06 15:00:00,Plant_A,Prescription Lens,281,Coating_M2,47.71,146.6,45,Line_2,Night,383,0.83
PROD03064,2026-07-06 16:00:00,Plant_A,Sunglasses,306,Assembly_M3,74.24,183.83,39,Line_2,Day,454,0.87
PROD03065,2026-07-06 17:00:00,Plant_A,Prescription Lens,219,Grinding_M1,60.86,219.19,58,Line_2,Day,359,0.84
PROD03066,2026-07-06 18:00:00,Plant_B,Optical Frame,278,Assembly_M3,45.14,189.05,0,Line_1,Night,127,0.87
PROD03067,2026-07-06 19:00:00,Plant_B,Contact Lens,205,Coating_M2,36.86,124.2,17,Line_1,Night,163,0.84
PROD03068,2026-07-06 20:00:00,Plant_B,Reading Glasses,484,Grinding_M1,25.32,228.01,19,Line_2,Night,438,0.93
PROD03069,2026-07-06 21:00:00,Plant_B,Contact Lens,394,Coating_M2,56.43,343.58,15,Line_1,Day,360,0.75
PROD03070,2026-07-06 22:00:00,Plant_A,Contact Lens,403,Grinding_M1,30.72,474.66,55,Line_1,Night,438,0.87
PROD03071,2026-07-06 23:00:00,Plant_A,Sunglasses,176,Assembly_M3,28.77,498.13,17,Line_1,Day,439,1.0
PROD03072,2026-07-07 00:00:00,Plant_A,Prescription Lens,138,Assembly_M3,69.57,471.4,48,Line_1,Day,251,0.99
PROD03073,2026-07-07 01:00:00,Plant_A,Sunglasses,295,Assembly_M3,31.07,311.73,49,Line_2,Day,418,0.78
PROD03074,2026-07-07 02:00:00,Plant_B,Sunglasses,296,Grinding_M1,26.16,200.28,39,Line_1,Night,272,0.76
PROD03075,2026-07-07 03:00:00,Plant_A,Prescription Lens,313,Grinding_M1,25.99,250.93,47,Line_1,Night,364,0.79
PROD03076,2026-07-07 04:00:00,Plant_A,Sunglasses,217,Assembly_M3,43.84,338.34,27,Line_1,Day,267,0.84
PROD03077,2026-07-07 05:00:00,Plant_A,Reading Glasses,176,Assembly_M3,35.64,290.7,19,Line_1,Night,120,0.92
PROD03078,2026-07-07 06:00:00,Plant_A,Prescription Lens,260,Grinding_M1,48.16,377.88,46,Line_1,Night,169,0.85
PROD03079,2026-07-07 07:00:00,Plant_B,Sunglasses,100,Grinding_M1,23.05,445.7,28,Line_2,Night,336,0.74
PROD03080,2026-07-07 08:00:00,Plant_B,Contact Lens,341,Assembly_M3,74.03,423.71,50,Line_2,Night,117,0.81
PROD03081,2026-07-07 09:00:00,Plant_B,Sunglasses,157,Grinding_M1,46.99,420.43,34,Line_1,Day,407,0.71
PROD03082,2026-07-07 10:00:00,Plant_B,Reading Glasses,306,Assembly_M3,43.85,481.58,51,Line_2,Day,432,0.85
PROD03083,2026-07-07 11:00:00,Plant_B,Optical Frame,215,Grinding_M1,65.97,235.91,11,Line_1,Night,463,0.71
PROD03084,2026-07-07 12:00:00,Plant_B,Sunglasses,364,Coating_M2,70.02,445.84,31,Line_2,Night,492,0.72
PROD03085,2026-07-07 13:00:00,Plant_A,Reading Glasses,449,Assembly_M3,70.21,499.75,14,Line_2,Night,478,0.93
PROD03086,2026-07-07 14:00:00,Plant_A,Prescription Lens,481,Grinding_M1,67.39,209.09,52,Line_1,Day,118,0.88
PROD03087,2026-07-07 15:00:00,Plant_B,Sunglasses,495,Assembly_M3,68.29,404.26,42,Line_1,Day,325,0.81
PROD03088,2026-07-07 16:00:00,Plant_A,Reading Glasses,274,Assembly_M3,27.17,124.51,36,Line_1,Night,133,0.74
PROD03089,2026-07-07 17:00:00,Plant_A,Sunglasses,218,Coating_M2,39.58,153.51,21,Line_1,Day,487,0.89
PROD03090,2026-07-07 18:00:00,Plant_B,Optical Frame,132,Grinding_M1,77.48,413.1,6,Line_2,Day,407,0.85
PROD03091,2026-07-07 19:00:00,Plant_B,Contact Lens,336,Assembly_M3,35.84,380.38,43,Line_2,Day,386,0.98
PROD03092,2026-07-07 20:00:00,Plant_B,Sunglasses,222,Assembly_M3,21.1,187.2,28,Line_2,Night,114,0.74
PROD03093,2026-07-07 21:00:00,Plant_B,Sunglasses,418,Coating_M2,55.14,449.25,33,Line_2,Night,172,0.87
PROD03094,2026-07-07 22:00:00,Plant_B,Contact Lens,214,Grinding_M1,51.45,447.51,10,Line_1,Night,497,0.76
PROD03095,2026-07-07 23:00:00,Plant_B,Reading Glasses,256,Coating_M2,40.49,456.27,41,Line_2,Night,319,0.88
PROD03096,2026-07-08 00:00:00,Plant_B,Optical Frame,121,Assembly_M3,70.45,201.06,48,Line_2,Day,359,0.92
PROD03097,2026-07-08 01:00:00,Plant_B,Sunglasses,260,Grinding_M1,72.1,465.38,8,Line_1,Night,284,0.81
PROD03098,2026-07-08 02:00:00,Plant_A,Prescription Lens,482,Grinding_M1,62.54,258.62,38,Line_1,Night,144,0.98
PROD03099,2026-07-08 03:00:00,Plant_A,Prescription Lens,460,Coating_M2,31.28,407.17,14,Line_1,Night,444,0.72
PROD03100,2026-07-08 04:00:00,Plant_A,Sunglasses,137,Grinding_M1,32.28,353.82,36,Line_2,Day,478,0.99
PROD03101,2026-07-08 05:00:00,Plant_A,Contact Lens,204,Grinding_M1,64.22,108.5,52,Line_2,Day,351,0.83
PROD03102,2026-07-08 06:00:00,Plant_B,Reading Glasses,271,Coating_M2,73.19,269.27,49,Line_1,Day,141,0.9
PROD03103,2026-07-08 07:00:00,Plant_A,Prescription Lens,423,Assembly_M3,50.98,127.24,48,Line_1,Day,347,0.94
PROD03104,2026-07-08 08:00:00,Plant_A,Sunglasses,127,Assembly_M3,64.49,370.88,23,Line_2,Night,289,0.76
PROD03105,2026-07-08 09:00:00,Plant_A,Contact Lens,190,Coating_M2,58.36,211.75,38,Line_1,Day,298,0.95
PROD03106,2026-07-08 10:00:00,Plant_A,Prescription Lens,395,Coating_M2,61.84,249.18,24,Line_2,Day,277,0.87
PROD03107,2026-07-08 11:00:00,Plant_A,Reading Glasses,435,Coating_M2,74.8,113.28,6,Line_1,Day,271,0.7
PROD03108,2026-07-08 12:00:00,Plant_B,Prescription Lens,144,Assembly_M3,44.12,267.32,35,Line_2,Night,432,0.7
PROD03109,2026-07-08 13:00:00,Plant_A,Prescription Lens,322,Assembly_M3,63.3,214.4,12,Line_2,Day,162,0.94
PROD03110,2026-07-08 14:00:00,Plant_B,Optical Frame,329,Assembly_M3,67.51,214.62,59,Line_2,Day,431,0.81
PROD03111,2026-07-08 15:00:00,Plant_B,Contact Lens,346,Assembly_M3,66.64,275.08,48,Line_2,Day,372,0.77
PROD03112,2026-07-08 16:00:00,Plant_B,Optical Frame,454,Grinding_M1,76.49,377.45,48,Line_1,Night,370,0.74
PROD03113,2026-07-08 17:00:00,Plant_B,Contact Lens,358,Coating_M2,47.01,309.61,42,Line_2,Day,488,0.91
PROD03114,2026-07-08 18:00:00,Plant_B,Sunglasses,196,Grinding_M1,39.39,232.51,25,Line_2,Day,176,0.7
PROD03115,2026-07-08 19:00:00,Plant_B,Optical Frame,199,Grinding_M1,34.86,194.5,53,Line_2,Night,489,0.91
PROD03116,2026-07-08 20:00:00,Plant_B,Reading Glasses,419,Grinding_M1,26.65,220.74,14,Line_2,Day,277,0.85
PROD03117,2026-07-08 21:00:00,Plant_A,Contact Lens,389,Assembly_M3,45.34,410.4,29,Line_1,Night,261,0.87
PROD03118,2026-07-08 22:00:00,Plant_A,Contact Lens,293,Coating_M2,75.07,213.61,55,Line_1,Day,447,0.83
PROD03119,2026-07-08 23:00:00,Plant_B,Sunglasses,496,Grinding_M1,23.32,417.63,21,Line_1,Day,414,0.88
PROD03120,2026-07-09 00:00:00,Plant_B,Sunglasses,350,Grinding_M1,33.51,157.13,2,Line_1,Night,118,0.8
PROD03121,2026-07-09 01:00:00,Plant_A,Contact Lens,179,Coating_M2,53.68,326.47,29,Line_1,Night,236,0.8
PROD03122,2026-07-09 02:00:00,Plant_A,Reading Glasses,436,Coating_M2,69.7,127.06,1,Line_2,Night,397,0.77
PROD03123,2026-07-09 03:00:00,Plant_B,Reading Glasses,146,Grinding_M1,36.55,197.56,33,Line_1,Night,316,0.83
PROD03124,2026-07-09 04:00:00,Plant_B,Contact Lens,209,Assembly_M3,20.8,366.37,28,Line_2,Day,189,0.77
PROD03125,2026-07-09 05:00:00,Plant_B,Optical Frame,424,Coating_M2,61.4,204.79,11,Line_1,Day,290,0.93
PROD03126,2026-07-09 06:00:00,Plant_B,Contact Lens,401,Assembly_M3,60.96,409.73,5,Line_1,Day,239,0.94
PROD03127,2026-07-09 07:00:00,Plant_B,Sunglasses,462,Assembly_M3,69.07,423.62,3,Line_2,Day,456,0.83
PROD03128,2026-07-09 08:00:00,Plant_B,Sunglasses,382,Grinding_M1,53.83,125.37,30,Line_1,Night,122,0.75
PROD03129,2026-07-09 09:00:00,Plant_A,Reading Glasses,482,Assembly_M3,73.76,218.78,15,Line_1,Night,175,0.74
PROD03130,2026-07-09 10:00:00,Plant_B,Optical Frame,139,Grinding_M1,30.86,396.88,41,Line_2,Day,141,0.99
PROD03131,2026-07-09 11:00:00,Plant_A,Reading Glasses,228,Coating_M2,71.42,350.24,39,Line_2,Day,231,0.87
PROD03132,2026-07-09 12:00:00,Plant_A,Contact Lens,327,Assembly_M3,68.72,150.6,9,Line_1,Day,370,0.93
PROD03133,2026-07-09 13:00:00,Plant_A,Prescription Lens,498,Grinding_M1,57.45,120.87,53,Line_2,Day,181,0.8
PROD03134,2026-07-09 14:00:00,Plant_B,Optical Frame,237,Grinding_M1,39.61,341.15,9,Line_1,Night,337,0.73
PROD03135,2026-07-09 15:00:00,Plant_B,Optical Frame,199,Coating_M2,28.31,263.09,9,Line_1,Night,485,1.0
PROD03136,2026-07-09 16:00:00,Plant_B,Optical Frame,105,Coating_M2,21.01,404.23,40,Line_1,Night,123,0.92
PROD03137,2026-07-09 17:00:00,Plant_B,Sunglasses,135,Assembly_M3,31.86,400.37,10,Line_2,Day,312,0.78
PROD03138,2026-07-09 18:00:00,Plant_A,Reading Glasses,122,Coating_M2,73.09,133.81,18,Line_1,Night,255,0.95
PROD03139,2026-07-09 19:00:00,Plant_B,Contact Lens,357,Coating_M2,47.26,152.78,17,Line_1,Day,309,0.85
PROD03140,2026-07-09 20:00:00,Plant_B,Prescription Lens,380,Grinding_M1,78.18,393.45,1,Line_2,Day,301,0.77
PROD03141,2026-07-09 21:00:00,Plant_B,Sunglasses,159,Assembly_M3,64.78,332.09,45,Line_1,Day,372,0.71
PROD03142,2026-07-09 22:00:00,Plant_B,Contact Lens,252,Assembly_M3,23.96,480.69,57,Line_2,Day,403,0.86
PROD03143,2026-07-09 23:00:00,Plant_A,Optical Frame,481,Coating_M2,42.17,237.71,35,Line_1,Night,418,0.73
PROD03144,2026-07-10 00:00:00,Plant_B,Reading Glasses,276,Coating_M2,55.77,394.33,53,Line_1,Day,287,0.86
PROD03145,2026-07-10 01:00:00,Plant_B,Sunglasses,442,Grinding_M1,49.21,371.52,57,Line_1,Night,114,0.94
PROD03146,2026-07-10 02:00:00,Plant_B,Prescription Lens,322,Assembly_M3,75.56,108.85,34,Line_1,Night,320,0.86
PROD03147,2026-07-10 03:00:00,Plant_B,Optical Frame,455,Grinding_M1,73.26,293.48,32,Line_2,Day,401,0.85
PROD03148,2026-07-10 04:00:00,Plant_A,Prescription Lens,450,Coating_M2,78.18,287.0,30,Line_1,Night,194,0.71
PROD03149,2026-07-10 05:00:00,Plant_B,Optical Frame,133,Grinding_M1,29.0,498.21,1,Line_2,Night,387,0.94
PROD03150,2026-07-10 06:00:00,Plant_A,Contact Lens,431,Coating_M2,74.59,456.49,48,Line_1,Night,267,0.74
PROD03151,2026-07-10 07:00:00,Plant_A,Prescription Lens,173,Coating_M2,35.61,132.63,6,Line_1,Night,408,0.87
PROD03152,2026-07-10 08:00:00,Plant_B,Contact Lens,254,Coating_M2,68.97,192.31,32,Line_1,Night,394,0.94
PROD03153,2026-07-10 09:00:00,Plant_B,Prescription Lens,490,Grinding_M1,69.01,288.72,15,Line_1,Day,302,0.81
PROD03154,2026-07-10 10:00:00,Plant_B,Contact Lens,315,Assembly_M3,64.87,423.81,13,Line_1,Day,446,1.0
PROD03155,2026-07-10 11:00:00,Plant_B,Contact Lens,112,Assembly_M3,46.99,474.7,36,Line_2,Night,217,0.75
PROD03156,2026-07-10 12:00:00,Plant_B,Reading Glasses,362,Assembly_M3,53.15,341.16,5,Line_2,Night,383,0.91
